text,label
.
.
.
Célia vai me matar de chorar ",0
eu me odeio quero morrer odeio minha vida,1
eu quero morrer.,1
 nao...eu geralmente parava pra pensar em como eu poderia me matar ou pensando em chegar em casa pra deitar ou ficava pensando daqui a uns 20 anos eu ganhando bem viajando,1
" idc, a minha carta de suicídio vai ser dedicada a ti agora",1
vim em n.i so p ver o preço do perfume aiai vo me matar,0
Meu deus o bravo vai me matar do coração ainda,0
" PELO AMOR DE DEUS, vc quer me matar???? 
Cara mas esse barry allen é um grande lindão ein, to ansiosa pra ver ele na 7 temp",0
 Nao amiga sinceramente viu vo me matar,1
 Nasceu não kakakkaka o médico quer me matar do coração ,0
Meu Deus eu quero morrer ,1
hj faz um ano q eu fui liberada do hospital dps t tentar me matar,1
"q dia bom, adoro a minha vida
abro o cs e jogo 5 minutos
quero morrer",0
Eu quero me matar de tanta vergonha,1
descobri tanta coisa hoje sobre aquelas porra que me difamaram no EM que to tendo um ataque de panico quero me matar,1
vou me matar ,1
Tô estranhando meu cabelo... Ele tá bonito por vários dias consecutivos kKkKkk isso é muito suspeito... Acho que ele vai tentar me matar kkkkkkkk,0
"O som do dia: I Have a Love, de For Those I Love 

Suicídio é um assunto complexo, e a maior virtude desse disco é lidar com essa complexidade de um jeito poético.  ",0
"agora tá tocando skank  dois rios

quer me matar, só pode",0
 Vamo suicídio coletivo,1
" Ai quero me matar hoje, minha lua no cu de jupiter que deixa assim",1
nao é suicídio se eu comer a filha do agiota,0
Eu quero morrer pq eu tô chorando por essa???? Ela tá fodase pra mim,1
Segunda vez seguida q eu bato ponto na hora errada meu deus meu chefe vai me matar socorro,0
essa alergia ainda vai me matar,0
"indo pra escola fiquei depressiva, n indo pra escola virei suicida ",1
EU VOU ME MATAR EU VOU CARA EU VOU ,1
" eu também sou, devo tentar suicidio? ",1
simulado amanhã eu quero MORRER,0
 socorro jae vou me matar,1
 Em suicídio,1
"  Li Soojin pela barra de notificação com o cu na mão, aí eu vi que era a Soojin do Weeekly, QUER ME MATAR PORTAL?",0
"Descanse em paz, Iara Riça!

Briggs acabou confirmando que Iara não resistiu ao aneurisma e teve morte cerebral após vários dias no hospital em coma 

Iara foi a dubladora da Arlequina por 20 anos, inclusive dublou em Esquadrão Suicida.

Toda força aos familiares e colegas  ",0
MEU CHAESOO EU QUERO MORRER! ,1
"   Já falei que não quero morrer  porra, vai se chamar gal na puta que pariu e sem as pernas do bb, boa sorte com o 1 terço e 2 pais",0
Se esse menino não for gay ou bi... eu vou me matar,0
"Alexandre no presídio, eu pensando em suicídio",1
"fds so quero morrer, so com amigos é q consigo me animar",1
PQ NGM ME AVISOU QUE EU IA QUERER ME MATAR DEPOIS DE ASSISTIR I CARE A LOT,0
"top 10 medos absurdos que são só minha ansiedade

1. morrer de forma ridícula
2. ficar tetraplégico e não conseguir me matar
3. ser enterrado vivo
4. isso tudo ser um pesadelo
5. ser o único sobrevivente de alguma coisa
6. morrer de causas naturais
7. isso ser uma simulação",0
vei pelo amor de deus o excel vai me matar,0
"  sabe oq leva a depressao e suicidio? perder a mãe, o pai, o avô, a avó, o irmão pra essa doença...
pobres de vdd nunca ficaram em isolamento nem mesmo no lockdown pq não tem nenhum tipo de home office pra eles
pobres morrem de fome E de covid, mas bolsonaro só quer culpar um",0
pedi açaí 5min depois de ter reclamado q eu gastei muito esse mês pra minha mãe... ela vai me matar,0
Minha tml vai me matar,0
" ta uma merda, eu só quero morrer literalmente",1
eu quero morrer ,1
quero morrer sério kkkkkkkkkk,1
 E AINDA TEM RUMOR DE PERFORMANCE DA SELENA AI OS DOIS VAO ME MATAR,0
meu pai deixou o gás ligado esse homem quer me matar é,0
"Me preparei emocionalmente o mês inteiro pra vir na primeira consulta com o terapeuta novo, cheguei aqui e eles mudaram o horário sem me avisar, ele não vai me atender. EU QUERO MORRER e tô chorando no meio da rua.",1
Que vontade de comete suicidio uaaar,1
"Puta merda,quebrei um copo,minha mãe vai me matar",0
eu quero morrer,1
"A gente conseguiu ficar atrás do Cruzeiro, vou me matar ",0
queria me matar,1
não e mas suicídio quando vc está morto por dentro..,1
"muita vontade de bolo de chocolate, vo me matar",0
mano vsf meu afilhado de 1 ano tá de piruzinho duro vendo clipe de funk pqp quero morrer juro q porra é essa,0
Minha coluna hoje vai me matar,0
" entende meu choro agr, vo me matar ",1
hmkkkkk eren acorda vc nem tempo pra viver quem dirá me matar,0
"A dubladora tem um longo currículo na dublagem brasileira, tendo dublado personagens como a Florzinha em As Meninas Super Poderosas, Charlotte em A princesa e o Sapo, Alerquina em Esquadrão Suicida e London Tipton de Zack e Cody

Nossos sentimentos a família e amigos ",0
"se o mundo fosse sério, suicídio assistido seria legalizado e eu nao precisaria lidar com esssa merda inteira vivo. vou ter que estudar técnica de hara kiri nessa merda? CADE A PORRA DA SUICIDIO PILL GLOBALISTAS, EU NAO QUERO MAIS FICAR NO MUNDO LIXO DE VOCES ",1
me segurando p não acabar c a cocada se não meu pai vai me matar kkkkkk,0
" deu gatilho... fui compra remédio hj, a receita venceu e eu tenho borderline. 

Quero matar o mundo, comer doce e lanches aaté explodir e me matar.

Poxa fala isso não qhfiauhduas",0
 brinca com essas parada nao doido eu sonhei q eu tava sendo caçado por um monte de gente que queria me matar,0
" minha mae vai me matar dessa vez, mas vou fazer",0
 SIM VEI O POVO FALTA ME MATAR PQ N GOSTO NEM DE EREMIKA NEM DE ARUANI,0
vou me matar. sério. não dá pra entender nada,1
Eu quero morrer quando isso acontece ,1
indo lavar vasilha enquanto planejo meu suicidio,1
"274 15:22 : q mané de golpe oq,acordei e já quero dormir dnv p vê se eu consigo sonhar c ele novamente

a KKKKKKKK vô me matar fml",0
" Aí, foi o melhor a pior dia da minha vida... até hoje eu lembro da sensação de cada segundo daquele dia, o frio o calor a raiva o medo... eu tinha acabado de tentar um suicídio, mas na vdd não queria me matar, só queria ser feliz foi quando entendi que era gay",1
Suicídio coletivo quem vem?,1
so falta isso aqui pra eu querer me matar,1
 vo me matar ,1
se minha intensidade ainda for me matar eu prefiro ser poesia e ter histórias pra contar,0
saio cinco minutos do tt e tem 11948292 teorias sobre o lou vcs querem me matar????,0
VOU ME MATAR,1
"Almocei e fui dormir um pouco, agora vou me matar nos deveres ",0
fui assaltada. grande dia. quero morrer.,1
vou me matar,1
"...gt; do Inquérito PolicialMilitar no Galeão e o suicídio do Presidente, por conta da avassaladora onda de desrespeito e provocações feitas ao Chefe de Estado. Naquela ocasião, nas suas palavras, o Presidente saiu da vida para entrar na História com o incômodo sentimento de ..gt;",0
 Santinha ainda vai me matar do coração...,0
vivendo porque suicídio é pecado e deixa a coroa triste,1
indo estudar pq infelizmente eu sou tão inútil que nem no suicídio eu me garanto,1
eu quero morrer eu nunca quis tanto MORRER quanto agora eu to a UM PASSO de me matar de literlamente tentar suicídio,1
Ele vai me matar do coração,0
"essa semana eu tô tão atarefada, quero morrer",1
"eu vou me matar, fds",1
vontade de me matar ,1
Aí mano eu quero morrer lendo isso ,1
quero morrer,1
mds gostar de homem é um castigo que ódio quero morrer,1
vou me matar n aguento mais.,1
que vontade de me matar aaaaa surtos,1
"eu em casa: bissexual irritado
eu no tt: bissexual suicida
eu no wpp: bissexual palhaço
eu no ig: bissexual gostoso
eu na escola: bissexual introvertido ",0
rachei a tela do meu celular vo me matar,0
meu deus a Yuna vai me matar quando descobrir oq eu fiz e o que eu quase fiz,0
a willow vai me matar confirmado,0
o meu prof vai me matar  ,0
PQ MJNHA PROFESSORA TA ENSINANDO UM SUICÍDIO?????,0
" MOSTROUSE TÉCNICA, SEM CEDER A PRESSÃO NENHUMA: 
 cancela teste com vacinas por causa do SUICÍDIO de um dos testados, alegando que era por causa da vacina;
 barraram a maconha medicinal por pura birra ideológica;
 diretor ao lado do Jair nas manifestações antidemocráticas.",0
Perdi minha pulseira da vivara quero morrer,0
minha unha quebrou quero morrer,0
meu gato fugiu vo me matar to mal,1
eu quero me matar pelo amor de deus,1
A música do Up Altas Aventuras tá na minha cabeça enquanto rola umas cenas tristes... vontade de dormir pra sempre,1
nossa to mal quero morrer vou me matarrr,1
"filho duma água quer me MATAR 
 ",0
Meu melhor amigo não responde minha msg  1 sem ele vou me matar,1
"sonhei agr de tarde q eu ganhava dois cachórros, um azul e outro amarelo
minha família tenta me matar até nos sonhos  (sou alérgico)",0
 Aplicar o suicídio né,1
"e eu to comprando tenis que só a desgraca, minha mae vai me matar KKKKKKKKKKKKKKKK",0
"Acho que vou me matar mendexxxx, alguém me chamou de feiah",0
os meus autores favs tiraram o dia pra me matar,0
"sim eu sei qie eu sou um lixo e eu sei que vc se arrepende de como me criou, pode me matar eu agradeço",1
"O danganronpa vacilou em botar esse tanque de guerra como uma mulher, é estranho demais, eu não consegui me apegar a ela.
spoiler alert
Mesmo n conseguindo me apegar aquela carta de suicidio foi emocionante ",0
Tô precisando ganhar respeito no gta pq eu mostro minha carinha linda e os cara já quer me matar,0
"Ai estes flashbacks vão me matar 

",0
EU QUERO MORRER ,1
"eles não param, vou me matar",1
"    Não apóiem a reforma administrativa. É suicídio eleitoral . 2022 está aí. Não deixem a corrupção se legitimar no serviço público. Estabilidade sim, serviço público sim. Servidores estão dando a vida pelo povo. ",0
se eu for mal nesse trabalho eu vo me matar porra assunto q domino pakas se eu mandar mal eu nem sei fi,1
 Você quer me matar ?,0
professor André quer me matar só pode,0
nossa eu vou me matar muito e vou matar a laura também,1
fui tentar desenhar nsfw e saiu mt ruim suicídio deprwssao,1
"  Meu anjo eu disse vilão que tem protagonismo,os diretores não iam me matar",0
"    Ele recusou a compra de mais de 70 milhões de doses de vacina e mais 11 ofertas, fora que comemorou o suicídio de um dos voluntários da vacina do Butantã.

Ele foi impedido de mexer com o isolamento social dos estados e municípios, mas ainda era o responsável pelo planejamento.",0
 suicídio coletivo vamos?,1
"Escola me faz querer me matar, contando os dias pro último dia de aula",1
pensando no meu suicidio,1
a upe quer me matar do coração,0
e se eu me MATAR,1
"So queria me matar para acabar com toda essa vergonha, mds sempre humilhada por ser burra",1
se eu não chegar do médico a tempo de ver a Champions eu vou me matar,0
tava dando conselho pra minha amiga e o microfone da aula tava ligado eu vou me matar,0
  Depende do quê eu marco como incentivo ao suicídio.,0
Depois desta só quero morrer,1
talvez minhas aulas voltem dia 10 quero morrer não sei mais socializar tô em uma turma nova vou ficar mais triste ainda mas quero voltar e não quero vou surtar,1
 que vontade de me matar... ,1
qual o sentido de usar máscara e não colocar máscara no seu filho ???????? eu quero morrer quando vejo isso,0
zO VERMELHO SUS ME MATOU e o jack the killer quer me matar ,0
"o aplicativo querendo que eu faça treino de perna dois dias seguidos, quer me matar é?",0
vai Rick Riordan tá querendo me matar de ansiedade?,0
 Quero morrer Marcelo quero Morrer com essas notícia,1
 passar de semestre porfavor eu vou me matar se não passar,1
 Pessoal fica querendo comparar isso com o bloqueio nos testes da Coronavac que teve ano passado após o suícidio de um dos participantes do trial,0
 eu vou me matar veyr,1
" QUER ME MATAR MULHER???? 
Chocada com essa belezaaaaa",0
 Lucas eu vou me matar sério,1
Juro que ler notícias me dá vontade de cometer suicídio.,1
meudeus eu quero morrer,1
Minha vó vai me matar de estresse,0
"tem uma fucking música da billie no álbum que se chama Billie Bossa Nova

BILLIE??? MULHER??? QUER ME MATAR DE ANSIEDADE????",0
O Esquadrão Suicida tem novas imagens divulgadas ( )  ,0
Eles querem me matar de ansiedade. ,0
Inventei de cortar o cabelo sozinha e agora quero me matar,1
  aaaaaaaaa você quer me matar Rafaaaaa... meu Ranu ,0
"mesmo com a fé escassa 
acredite
o melhor suicídio é aquele que tu fracassa",0
eu vou me matar,1
Pena que o suicídio é pecado,1
"Claro que vc me deixa bem, bem mais disposta a cometer suicídio",1
EU QUERO MORRER,1
hoje a enxaqueca e enjoo querem me matar,0
eu só quero morrer pqpqpqpqpqpqp,1
minha namorada ainda vai me matar do coração c esse negócio de me chamar pelo nome,0
Esses dois dias vão me matar de ansiedade ainda... ,0
"eu só queria um tutorial de como explicar sumiço sem ter que falar que tem problema mental
pior que eu ia ver isso com a psicóloga amanhã, ela n podia esperar mais um dia pqp eu vou me matar",1
"to me sentindo em um jogo de sobrevivência onde eu mesma quero morrer mas todos os meus amigos estão fudidos e eu tenho q esquecer td q tô passando e ser forte p ajudar eles, e quando eu consigo ajudar eu lembro dos meus e aí são eles que vem me ajudar, meu deus to na pior",1
  teoria arqueológica COMPROVADA é pra me matar viu,0
" Quero morrer amg
Me mata pfvr",1
EU VOU ME MATAR NÃO AGUENTO MAIS ESSA PRESSÃO CAINDO COMO SE EU NÃO TIVESSE VIDA E COISAS PRA FAZER,1
 eu vou literalmente me matar,1
 nao começa suas paranóia de que é sempre você por favor eu não aguento mais vou me matar,1
"Albuns do John Frusciante:

NLAUJAT: cocaina
TROWFTD: efeitinho
TWTD: quero morrer
SCWP: não tenho amigos
IOE: depressão
Curtains: curtinho
ASITHOS: que porra?
Empyrean: eu vi Deus
PBX: go back
Enclosure: musiquinha no espaço
Maya: oh shit, go fucking back",0
 NAO RI A MINHA MAE VAI ME MATAR,0
esse tempo so queria estar abraçada debaixo de um lençol com a pessoa q eu amo mas preciso eh me matar de estudar,0
 serio eu vou me matar. eu n posso nem comer por causa dessa bct,1
  vais me matar tu,0
vsf paguei boleto dia de sabadoKDBWKDNAKDNDO vou me matar,0
 Querem me matar de curiosidade é?!,0
"Tava no tikteco, vi isso é agora quero morrer ",1
desperdicei 4 colheres de milho minha mãe vai me matar,0
" eu ja so quero morrer tbh
porque é que raio achei que seria boa ideia?",1
"Comprei umas blusas perfeitas, mas quando experimentei ficou uma bosta por falta de peito. Vou me matar",0
deveria me matar ,1
O ódio que eu tô meu Deus a qualquer momento posso me matar,1
não que a gente tenha feito muita coisa dele mas pelo amor eu quero morrer,1
"e pensando como alguém que gosta do barcelona, bom, aí eu quero me matar",0
RICARDO RIORDAN VOCE QUER ME MATAR DO CORAÇÃO SOLTA O PAPO LOGO,0
 E eu chorando pensando em como teu pai iria me matar kkkkkkk,0
troquei resposta de questão no simulado q tava certa e errei vou me matar,0
eu vou me matar que estresse,1
quero morrer,1
Essa rinite quer me matar,0
" cara, a mina vai fazer 20 anos proximo ano??? que????? to mal quero morrer",0
 QUE INVEJA TCHAU QUERO MORRER,1
meu deus eu vou me matar,1
 suicídio,1
"Giovanna do nada me lança que sonhou que eu tava namorando, vo me matar",0
ENTREI NA AULA COM A CAM LIGADA SEM QUERER WU QUERO MORRER TCHA BTCHAU,0
minha cabeceira chegou menos 1 motivo pro meu suicidio,1
" Votar é uma coisa, me matar bo Gshow só pro Gil",0
sério quero morrer..,1
louis meu deeeeus vc quer me matar,0
" CPI da Covid é nosso Esquadrão Suicida.
Pegamos alguns dos bandidos mais perigosos do país para tentar pegar o sujeito que mais mal está fazendo para o Brasil no momento.",0
 gay voce vai me matar,0
 QUERO MORRER,1
"eu só to na avla há uma hora e meia, mas se alguma coisa acontecer com eles eu mato todos os envolvidos e depois cometo suicídio.",1
pronto to mt brave vou me matar,1
Minha mãe disse que quem se suicida vai p inferno mas quem disse a ela que eu tinha chance de ir p céu???,1
ai vou me matar ,1
"fav e eu te marco com uma bandeira

: te deitava no soco
: amigão 
: te amo 
: beijava
: oi, quer namorar cmg?
: sou apaixonado em vc
: te acho gata (o) 
: passa wpp?
: acho vc gay 
: sou boiola por vc
: nem te conheço porra

se ngm responder vou me matar",0
Será q suicidio é uma opção?,1
olha eu desisto quero morrer,1
 quero morrer.,1
tava tudo bem ontem até eu acordar hj pensando em suicídio  ótimo,1
 Esse governo ainda vai me matar de ódio!,0
"quando o Lucas foi falar ano passado que eu tava em crise e tentei suicídio, ele tinha me deixando dormindo depois de chegar do hospital, mãe e irmã pediram pra ele não tocar no assunto.
Minha família ignora minha doença e me ignora SEMPRE que possível",1
PELO AMOR DE DEUS ele parece um bebê eu quero morrer ,0
"visualizei o story do menino q ele tinha postado fazia só 5 segundos, quero me matar toda vez q isso acontece.",0
 QUE SUSTO CARALHO QUERIA ME MATAR,0
 não quero morrer com uma cabeçada de um mf futuro sogro qlqr,0
Louis ainda vai me matar com esses números,0
"Por diversas vezes, pensei e até mesmo tentei cometer suicídio, pois mesmo eu trabalhando como faxineira, o meu salário é muito baixo.",1
pra q estudar se eu vou me matar msm?,1
Essa reninte ainda vai me matar que saco ,0
"hal vai postar cover de fallin pra me matar de uma vez, porém vou ver só depois pq agora eh hora da naninha",0
Eu quero me matar.,1
" Fazerse de vítima pode ganhar pontos socialmente hoje em dia, mas posso garantir que se você acreditar nisso vai ser PÉSSIMO pra sua saúde mental.

Nunca se veja como vítima nem tenha complexo de culpa, isso é caminho pra ideação suicida.",0
" eu volto na hora do almoço, agr irei me matar :D",1
perereca suicida si joga na pica si joga na pica,0
" não defendo eles não.

É que numa balança de ruindade, a gente pende pra um lado.
E se for pra assistir coisa ruim, pelo menos assisto esquadrão suicida",0
as vezes extremamente complicado ir de extremamente feliz pra extremamente suicida em questão de minutos,1
 Quero morrer ,1
Espero q a Laryssa n veja minha mensagem nem tão cedo kkkkkk vai me matar,0
"Que tortura estudar processo penal meus amigos, processo civil é mil vezes melhor, quero morrer",0
"Ai tô indo ali me matar, tchau kkkkkkkk",1
vou tomar cuidado então porque o post malone vai tentar me matar ,0
kkkkkkkkkkkkkkkkkll eu vou me matar!!!,1
o meu vicio em cafe vai me matar de dor de cabeça ou de gastrite,0
EU COMPREI UM NEGÓCIO SEM QUERER NO CARTÃO DO MEU IRMÃO ELE VAI ME MATAR,0
Quer me matar é o cliente dizer que quer o pastel que já está fritado ,0
e vamos de suicídio ,1
Essa rinite ainda vai me matar,0
tá bom n aguento mais quero morrer,1
so qri dormir pra sempre,1
 Eu vou me matar mesmo n adianta nada investir em mim,1
 Suicídio morte depressão tristeza sentimentos ruins,1
Coronavírus não pode me matar pois eu já morri ouvindo como a história de amor tharn e type ultrapassou a morte  ,0
Ok eu quero MORRER dps de ver isso ,1
 Eu vou me matar eu juro,1
"nossa querjo me matar
eu vou me matar.",1
a minha quer me matar todos os dias com atividades ,0
 quero morrer,1
" tenta achar um duo sup para ajudar , ficar jogando solo de adc é suicídio kkk",0
"Ele apertou meu pescoço com os olhos em chamas. Poderia facilmente me matar alí mesmo se não tivesse seus princípios irreais. 
  Não me provoque, Jones. 
  É apenas uma observação, imperador.  Sorri e ele me soltou. Te vejo em alguns dias em Madilian, mestre. Tic tac.",0
Eu quero morrer com isso,1
hoje minha irma chorou por culpa minha e eu quero morrer odeio fazer qualquer pessoa chorar ainda mais minhas irmãs,1
"Uma semana sem eu ficar sozinho em casa, eu quero morrer",1
e se eu me matar? me parece uma boa.,1
Pq me matar assim ,1
"Vei, minha mãe vai me matar",0
mainha me comparou com todos os meus amgs q sao bons alunos  falando q eu tenho bons exemplos porem n sigo nenhum deles :D me comparou ate com meus mlrs amgs sinceramente acho q vou me matar,1
eu disse que ia me matar no insta e denunciaram meu stories dizendo que eu preciso de ajuda.................,1
" A pena ideal é anular qqr diploma d curso superior e colocar eles junto com outros estupadores, aliás podia ter um prédio presídio com um andar só d cerumano assim, d msm patamar!
E anular, proibir qqr possibilidade d suicídio, e deveriam viver mt",0
mano eu não aguento e se alguma coisa acontecer eu vou me culpar pro resto da vida que será pouco pq eu vou me matar kk,1
"as vezes acho que essa cólica vai me matar de tão forte que é, chego a passar mal",0
 quero morrer,1
"Bebam Água
Só a cólica renal já quer me fazer desistir e me matar para parar a dor",0
ia colocar uma header de jjk mas sempre q penso no mangá quero morrer então melhor haikyuu q ngm morre  apesar de ter time skip e esse ser meu maior sofrimento e ao msm tempo maior felicidade,0
Quero morrer,1
 AH PRONTO você quer me matar de curiosidade é isso???????,0
"eu nao aguento mais viver, alguém por favor faz a gentileza de me matar, obgd",1
Vi um negócio hoje no trampo que deixou o suicídio muito mais tentador...,1
queria me matar mas é tão perigoso,1
    Eu quero morrer!,1
só estuda quem nao se garante no suicídio,1
Eu quero morrer ,1
"no dia que eu falar isso pro Daniel ele vai me matar com um olha só kkkkkkk, sofro",0
"Já não chega todo semestre eu me matar fazendo os projetos, hoje tive a bela notícia de que meu trabalho do semestre passado está sendo usado por outras pessoas, gente as criaturas não tem noção mesmo né",0
que vontade de me matar ,1
"  Não faça isso comigo Marcelo,  você vai me matar cara .hahaha",0
eu. quero. morrer. ,1
"Parece que as coisas perderam a cor desde alguns dias atras... eu vou tentar suicidio e se isso dar errado, eu vou tentar de novo",1
o kindle de todo mundo atualizando e o meu não quero morrer amazon pq me odeia,0
"esse enjôo vai me matar, fui fumar e quase vomitei ",0
 Enquanro isso tô esperando a atualização com o cap 6. Suzanz vc quer me matar?,0
"cada dia q passa o suicídio deixa de ser ser uma opção e se torna uma certeza, pqp",1
vou me matar vei eu juro,1
bissexual? lesbica? pansexual? EU NAO SEI EU NAO SEI NAO FAÇO IDEIA TO CONFUSA QUERI ME MATAR,1
"caras eu tenho q ir almoçar, minha vó vai me matar swrio",0
" quando eu precisei de prazo a mais porque fiquei 3 dias em coma depois de tentativa de suicídio ninguém tava nem aí. Agora vem esse pipipi popopo depressão ansiedade não sei o quê

não vou nem dizer qual era minha vontade porque senão o twitter me derruba",1
"eu tenho vontade de me matar toda vez que alguém fala ComUNisTa dE IpHOnE 

E EU NEM SOU COMUNISTA!!!!",0
eu quero me matar serio ,1
"Acho que só vou conseguir me matar realmente quando eu tirar a culpa das pessoas, a culpa sempre foi e será minha, não quero que ninguém se sinta mal por mim, lembre dos momentos bons, os ruins eu pude providenciar sem nem saber",1
Bia quer me matar do coração ,0
"bom o algoritmo me levou pra vídeos de psicografia que o espírito explica que não foi suicídio e sim acidente

vi dois estou aos prantos boa noite",0
a cada dia q se passa um suicídio me cairia bem,1
boa tarde p quem??? eu quero morrer porra,1
"Elisée novo, lily com creme na promoção e eu só queria um de cada, boticario ainda vai me matar ",0
"quando eu me matar
",1
vou me.matar ,1
Quer me matar de nervoso é atrasa agendaaaa,0
"Eu to há mais de um mês sem ir na barbearia, pelo amor...isso é suicídio social ",0
"Esqueci de desejar feliz aniversário a uma das minhas melhores amigas da vida, amizade pra lá de 10 anos. Lembrei do aniversário o dia inteiro, só esqueci de mandar mensagem. Fechei os olhos pra dormir e dei um pulo, já eram 00:03. Mandei mensagem mas sinto que ela vai me matar.",0
 não entendi vou me matar,1
"queria morar em uma casinha no meio do mato sozinha, mudar de nome e dps me matar",1
nmrl eu tava pensando em suicídio e a pessoa vem me pedir algo que,1
MINHA SANDÁLIA TOROU NO MEIO DA RUA MEU DEUS EU ME ODEIO VOU ME MATAR AGORA,0
EU QUERO MORRER ,1
VOU ME MATAR ,1
Sarah e Rodolffo ainda vai me matar de curiosidade,0
Toda vez q escuto a voz dela sinto vontade de me matar,1
Queimei o bolo o q eu faço???? Minha vó vai me matar,0
a beira do suicidio,1
Cara o   vai me matar com esses stories dele .,0
como que tem gente que consegue correr na praia vei eu ando 2 segundos e quero morrer,0
as vezes eu acho que o louis vai me matar do coração,0
"liguei o vídeo game do boy cliquei no jogo dele sem querer e fiz merda , ele vai me matar kkk",0
MMA é meu cu vamos de suicidio,1
vou me matar,1
eu vou me matar,1
"  Se a CPI servir pra frear as idiotices do governo (e, quem sabe, salvar a vida de alguns milhares de brasileiros) já estaremos no lucro. O que vier daí em diante (renúncia, impeachment, cadeia, suicídio ou linchamento em praça pública) é lucro.",0
" KKKKKK seeei, vai é me matar",0
" Quero morrer seu amigo e nunca te injuriar de modo algum. Numa dessas, vai que meu braço termina indo parar num lugar pouco provavel por torção, sei lá... :P rsrs",0
"  Isso é vdd, mas é muito melhor cometer suicidio do que esperar a morte",1
vou me matar ,1
"Kin Comigo.
Por sorte, Mira queria me matar por ter vazado. Mas com criança não se mexe, e minha indignação falou mais alto.",0
"to cansada dessas crises que quase  consegue fazer eu me matar todas as vezes q aparece, cansada de mim e de ter q ser forte p não deixar ela aqui",1
acabei de ouvir um barulho no banheiro e parece ser de um bicho voador e grande q vai me matar,0
" vou ter q usar a conta q meus pais coisaram o family link pra me monitorar 

suicídio sim ou sim? ",0
vi uma rola agora no tt que sério eu vou me matar por causa de uma rola,0
"Fds, vou escutar o áudio dele falando q me ama pra ver se eu esqueço por 3 segundos q quero morrer",1
Meu gato vai me matar de vergonha ,0
 Suicídio,1
Hmm vontade de me matar,1
a 5 passos de cometer suicídio,1
 ela acabou de me assediar quero morrer,1
"  Eu ja estou desesperada, ja chorei to com o coração muito apertado, eu vou me matar pq nem força pra respirar eu vou ter..",1
terminei e não sei se eu quero morrer ou continuar vivendo  ,1
"   suicidio
.

.
.

omggg

provocamos sus su1cidi0ooss claro clarooo",0
"Melhor maneira de prevenir suicídio é lembrar que vai passar 

MENTIRA QUE É ASSISTIR HAIKYUU",0
" Já me aconteceu quis me matar, ainda quero mais isso não vem ao caso",1
"Agora um poema.

O sol está em Touro
A lua em Escorpião

Se isso não me matar de tesão.
Eu não morro mais não.

Fim.
(Coisas que saem da cabeça de baixo. TADZO,Matteos 2021)",0
"Pq nada que eu planejo da certo ??
Sera que se eu tentar me matar da errado tbm ??",1
Não sei o que vai acontecer primeiro hoje eu matar alguém ou eu me matar,1
Rick você quer me matar do coração,0
Meu deus do céu eu quero morrer,1
"sdd de pagar 5,50 do gama pra taguatinga, mas agora pago 6,95, 7 e até 8 reais de passagem do valparaiso pra taguatinga QUERO MORRER ",0
MADISON REYES VOCÊ QUER ME MATAR DO CORAÇÃO AAAA,0
 puta que pariu eu quero morrer,1
meu almoço: uma cenourakkkkk se a vó souber ela vai me matar,0
n deixaram comida p mimcomeram td vou me matar,0
"To odiando os famosos usando a mulher pra ganhar biscoito, galera faz uma música genérica em 5 mim e bota o nome dela no meio do pra fazer dinheiro eu quero morrer ",0
"o calor que ta hoje vai me matar juro, nem ficando pelada resolve kkkkkkk um sol na cabeça de cada cearense",0
"Minha mãe quer me matar, passou inseticida em mim",0
eu quero morrer juro tô chorando eu não aguento mais,1
"Acabei de ver uma mina no tiktok defendo pessoas a comprarem peças de roupas VIRTUAIS, ou seja, um efeito do Insta

Eu vou me matar e vou levar essa rede social junto pqp",0
E eu q fui compartilhar aquela bagaça do meu shampoo tá acabando achando q era creme e agora tem um monte de massagem dizendo para mim não me matar  qqqq???,0
nao gosto de cena de sexo nossa quero morrer quando tem a graça do negocio é comecar e CORTAR PRA OUTRA CENA fica aquela coisa no ar tipo ,0
retiro o que eu disse eu quero morrer ,1
VOMO ASSIM EU ESQURCI O ANIVERSÁRIO DA ELLY MDS VOU ME MATAR QU3 ODIO JURO QUE NN FOI DE PROPÓSITO EU ANOYEI NO CALENDARIO MAS ELE NÃO ME AVISOU NAO É CULPA MINUA,0
"tão fácil ver que o mundo é um presídi, que esses auto edifícios são um convite ao suicídio",1
   Aí meu Deus ! Está pq os Adm da Pocah não sabem jogar como torcida . Unir forças com o inimigo e suicidio!,0
" Eu tô só aquele áudio 
Eu amo seu estilo não, para com isso, sua mãe vai me matar, para",0
"toda vez que penso neles me da crise de ansiedade, que odio quero morrer",1
" saraaah, eu sou curiosa e vc vai me matar de tanta curiosidade KKKKKKKKK faz o favor de contar pra gente essa surpresa!! quando vc vai poder contar pra gente hein? amo vc! ",0
"eu não consigo fazer quase nada porque a porra do windows não é compatível com nada que eu instale. gente, eu vou me matar",0
  quero morrer.,1
minha enxaqueca hj vai me matar,0
"Não custa lembrar:

Vou me matar! não é Bom dia!
Que ódio! não é Que lindo!
Seguidor de Twitter não é família.

Pronto, indignação postada com sucesso. Sem sucesso, melhor dizendo. ",0
Vou me matar ,1
eu so preciso dormir dormir pra sempre se possível,1
meu deus eu vou me matar. ,1
instalei o ttk e quero morrer porra chata,0
vou me matar ,1
 eu vou me matar,1
vou me matar,1
